Date, Departure Time, Arrival Time, Flight Info, Destination, Airline Info
2024-05-30,16:30,18:50,WS 7582,York, WestJet 
2024-05-30,16:33,17:40,AF 3688,Jacksonville, Air France 
2024-05-30,16:33,17:40,AM 3217,Jacksonville, Aeromexico 
2024-05-30,16:33,17:40,DL 2627,Jacksonville, Delta Air Lines 
2024-05-30,16:33,17:40,KL 5066,Jacksonville, KLM 
2024-05-30,16:33,17:40,LA 6109,Jacksonville, LATAM Airlines 
2024-05-30,16:33,17:40,WS 7239,Jacksonville, WestJet 
2024-05-30,16:33,18:00,AF 2742,Roanoke, Air France 
2024-05-30,16:33,18:00,AM 3296,Roanoke, Aeromexico 
2024-05-30,16:33,18:00,DL 5247,Roanoke, Delta Air Lines 
2024-05-30,16:33,18:00,KE 3637,Roanoke, Korean Air 
2024-05-30,16:33,18:00,KL 5670,Roanoke, KLM 
2024-05-30,16:33,18:00,WS 7911,Roanoke, WestJet 
2024-05-30,16:34,17:47,AF 8631,Charlotte, Air France 
2024-05-30,16:34,17:47,AM 3022,Charlotte, Aeromexico 
2024-05-30,16:34,17:47,DL 2319,Charlotte, Delta Air Lines 
2024-05-30,16:34,17:47,KL 5054,Charlotte, KLM 
2024-05-30,16:34,17:47,LA 6143,Charlotte, LATAM Airlines 
2024-05-30,16:34,17:47,WS 7892,Charlotte, WestJet 
2024-05-30,16:35,17:41,AM 3342,City, Aeromexico 
2024-05-30,16:35,17:41,DL 1077,City, Delta Air Lines Kansas 
2024-05-30,16:35,17:41,KL 7751,City, KLM 
2024-05-30,16:35,17:41,LA 6157,City, LATAM Airlines 
2024-05-30,16:35,17:41,WS 7260,City, WestJet 
2024-05-30,16:35,17:59,AA 1008,Dallas, American Airlines 
2024-05-30,16:35,17:59,AA 1008,Dallas, American Airlines 
2024-05-30,16:35,17:59,AS 6136,Dallas, Alaska Airlines 
2024-05-30,16:35,17:59,AS 6136,Dallas, Alaska Airlines 
2024-05-30,16:35,17:59,G3 6372,Dallas, Gol 
2024-05-30,16:35,17:59,G3 6372,Dallas, Gol 
2024-05-30,16:35,17:59,QF 4375,Dallas, Qantas 
2024-05-30,16:35,17:59,QF 4375,Dallas, Qantas 
2024-05-30,16:35,17:59,QR 7926,Dallas, Qatar Airways 
2024-05-30,16:35,17:59,QR 7926,Dallas, Qatar Airways 
2024-05-30,16:37,18:28,AF 2917,Rapids, Air France 
2024-05-30,16:37,18:28,AM 3520,Rapids, Aeromexico 
2024-05-30,16:37,18:28,DL 1075,Rapids, Delta Air Lines Grand 
2024-05-30,16:37,18:28,KL 5849,Rapids, KLM 
2024-05-30,16:37,18:28,WS 6896,Rapids, WestJet 
2024-05-30,16:38,17:52,AF 8690,Lexington, Air France 
2024-05-30,16:38,17:52,AM 3081,Lexington, Aeromexico 
2024-05-30,16:38,17:52,DL 1249,Lexington, Delta Air Lines 
2024-05-30,16:38,17:52,KE 3739,Lexington, Korean Air 
2024-05-30,16:38,17:52,KL 5381,Lexington, KLM 
2024-05-30,16:38,17:52,WS 6577,Lexington, WestJet 
2024-05-30,16:40,16:45,WN 2541,Nashville, Southwest Airlines 
2024-05-30,16:40,18:30,AM 3044,Lauderdale, Aeromexico 
2024-05-30,16:40,18:30,DL 1295,Lauderdale, Delta Air Lines Fort 
2024-05-30,16:40,18:30,KL 5040,Lauderdale, KLM 
2024-05-30,16:40,18:30,LA 6340,Lauderdale, LATAM Airlines 
2024-05-30,16:40,18:30,WS 8273,Lauderdale, WestJet 
2024-05-30,16:40,18:45,AM 4379,Portland, Aeromexico 
2024-05-30,16:40,18:45,DL 503,Portland, Delta Air Lines 
2024-05-30,16:40,18:45,KE 3616,Portland, Korean Air 
2024-05-30,16:40,18:45,KL 7200,Portland, KLM 
2024-05-30,16:40,18:45,LA 6477,Portland, LATAM Airlines 
2024-05-30,16:41,17:51,AF 6893,City, Air France 
2024-05-30,16:41,17:51,AM 4552,City, Aeromexico 
2024-05-30,16:41,17:51,DL 2862,City, Delta Air Lines Oklahoma 
2024-05-30,16:41,17:51,KE 6983,City, Korean Air 
2024-05-30,16:41,17:51,KL 5402,City, KLM 
2024-05-30,16:41,17:51,LA 6395,City, LATAM Airlines 
2024-05-30,16:42,16:52,AM 3149,Pensacola, Aeromexico 
2024-05-30,16:42,16:52,DL 2499,Pensacola, Delta Air Lines 
2024-05-30,16:42,16:52,KL 6241,Pensacola, KLM 
2024-05-30,16:42,16:52,WS 7265,Pensacola, WestJet 
2024-05-30,16:42,18:54,AM 4330,Newark, Aeromexico 
2024-05-30,16:42,18:54,DL 2639,Newark, Delta Air Lines 
2024-05-30,16:42,18:54,KL 5366,Newark, KLM 
2024-05-30,16:42,18:54,LA 6309,Newark, LATAM Airlines 
2024-05-30,16:42,18:54,LY 4143,Newark, El Al 
2024-05-30,16:42,18:54,VS 4446,Newark, Virgin Atlantic 
2024-05-30,16:42,18:54,WS 7145,Newark, WestJet 
2024-05-30,16:44,18:16,AF 2509,Dayton, Air France 
2024-05-30,16:44,18:16,AM 4800,Dayton, Aeromexico 
2024-05-30,16:44,18:16,DL 2804,Dayton, Delta Air Lines 
2024-05-30,16:44,18:16,KL 5878,Dayton, KLM 
2024-05-30,16:44,18:16,WS 7083,Dayton, WestJet 
2024-05-30,16:45,17:49,AF 2573,Phoenix, Air France 
2024-05-30,16:45,17:49,AM 3545,Phoenix, Aeromexico 
2024-05-30,16:45,17:49,DL 757,Phoenix, Delta Air Lines 
2024-05-30,16:45,17:49,KL 5032,Phoenix, KLM 
2024-05-30,16:45,17:49,LA 7023,Phoenix, LATAM Airlines 
2024-05-30,16:45,18:40,AM 3140,Detroit, Aeromexico 
2024-05-30,16:45,18:40,DL 2505,Detroit, Delta Air Lines 
2024-05-30,16:45,18:40,KL 5007,Detroit, KLM 
2024-05-30,16:45,18:40,LA 6122,Detroit, LATAM Airlines 
2024-05-30,16:45,18:40,WS 7055,Detroit, WestJet 
2024-05-30,16:45,20:30,BR 607,Osaka, EVA Air 
2024-05-30,16:46,17:42,AM 3560,Milwaukee, Aeromexico 
2024-05-30,16:46,17:42,DL 2152,Milwaukee, Delta Air Lines 
2024-05-30,16:46,17:42,KL 5552,Milwaukee, KLM 
2024-05-30,16:46,17:42,LA 7959,Milwaukee, LATAM Airlines 
2024-05-30,16:49,18:30,AF 6805,City, Air France 
2024-05-30,16:49,18:30,AM 3271,City, Aeromexico 
2024-05-30,16:49,18:30,DL 585,City, Delta Air Lines Mexico 
2024-05-30,16:49,18:30,KE 7607,City, Korean Air 
2024-05-30,16:49,18:30,KL 5246,City, KLM 
2024-05-30,16:50,08:20,AF 3669,Rome, Air France 
2024-05-30,16:50,08:20,AM 3190,Rome, Aeromexico 
2024-05-30,16:50,08:20,DL 214,Rome, Delta Air Lines 
2024-05-30,16:50,08:20,KL 6061,Rome, KLM 
2024-05-30,16:50,17:56,AM 4347,Savannah, Aeromexico 
2024-05-30,16:50,17:56,DL 2516,Savannah, Delta Air Lines 
2024-05-30,16:50,17:56,KL 5464,Savannah, KLM 
2024-05-30,16:50,17:56,WS 7934,Savannah, WestJet 
2024-05-30,16:50,18:15,WN 356,Austin, Southwest Airlines 
2024-05-30,16:50,18:45,AF 5939,Miami, Air France 
2024-05-30,16:50,18:45,AM 3314,Miami, Aeromexico 
2024-05-30,16:50,18:45,DL 1328,Miami, Delta Air Lines 
2024-05-30,16:50,18:45,KL 5196,Miami, KLM 
2024-05-30,16:50,18:45,LA 6247,Miami, LATAM Airlines 
2024-05-30,16:50,18:45,WN 611,Lauderdale, Southwest Airlines Fort 
2024-05-30,16:50,18:45,WS 7684,Miami, WestJet 
2024-05-30,16:52,17:53,AF 2580,Columbia, Air France 
2024-05-30,16:52,17:53,AM 3078,Columbia, Aeromexico 
2024-05-30,16:52,17:53,DL 1626,Columbia, Delta Air Lines 
2024-05-30,16:52,17:53,KE 3759,Columbia, Korean Air 
2024-05-30,16:52,17:53,KL 5699,Columbia, KLM 
2024-05-30,16:52,17:53,WS 6626,Columbia, WestJet 
2024-05-30,16:53,18:26,AF 6848,Sarasota, Air France 
2024-05-30,16:53,18:26,AM 3284,Sarasota, Aeromexico 
2024-05-30,16:53,18:26,DL 2635,Sarasota, Delta Air Lines 
2024-05-30,16:53,18:26,KL 5274,Sarasota, KLM 
2024-05-30,16:53,18:26,WS 7961,Sarasota, WestJet 
2024-05-30,16:54,18:11,AM 3587,Denver, Aeromexico 
2024-05-30,16:54,18:11,DL 746,Denver, Delta Air Lines 
2024-05-30,16:54,18:11,KL 5910,Denver, KLM 
2024-05-30,16:54,18:11,LA 6118,Denver, LATAM Airlines 
2024-05-30,16:55,10:40,AF 3644,Athens, Air France 
2024-05-30,16:55,10:40,DL 222,Athens, Delta Air Lines 
2024-05-30,16:55,10:40,KL 6057,Athens, KLM 
2024-05-30,16:55,10:40,VS 3966,Athens, Virgin Atlantic 
2024-05-30,16:55,17:55,AF 8719,Asheville, Air France 
2024-05-30,16:55,17:55,AM 4323,Asheville, Aeromexico 
2024-05-30,16:55,17:55,DL 2037,Asheville, Delta Air Lines 
2024-05-30,16:55,17:55,KL 5119,Asheville, KLM 
2024-05-30,16:55,17:55,WS 6556,Asheville, WestJet 
2024-05-30,16:55,18:55,AF 8591,Sacramento, Air France 
2024-05-30,16:55,18:55,AM 3410,Sacramento, Aeromexico 
2024-05-30,16:55,18:55,DL 2667,Sacramento, Delta Air Lines 
2024-05-30,16:55,18:55,KL 7210,Sacramento, KLM 
2024-05-30,16:58,17:58,AF 2953,Tulsa, Air France 
2024-05-30,16:58,17:58,AM 3439,Tulsa, Aeromexico 
2024-05-30,16:58,17:58,DL 2285,Tulsa, Delta Air Lines 
2024-05-30,16:58,17:58,KL 6501,Tulsa, KLM 
2024-05-30,16:59,18:28,AM 5292,Orlando, Aeromexico 
2024-05-30,16:59,18:28,DL 1497,Orlando, Delta Air Lines 
2024-05-30,16:59,18:28,KL 5070,Orlando, KLM 
2024-05-30,16:59,18:28,LA 6322,Orlando, LATAM Airlines 
2024-05-30,16:59,18:28,VS 5173,Orlando, Virgin Atlantic 
2024-05-30,16:59,18:28,WS 7632,Orlando, WestJet 
2024-05-30,16:59,18:47,AM 3052,Beach, Aeromexico 
2024-05-30,16:59,18:47,DL 807,Beach, Delta Air Lines West Palm 
2024-05-30,16:59,18:47,KL 5088,Beach, KLM 
2024-05-30,16:59,18:47,WS 7692,Beach, WestJet 
2024-05-30,16:59,18:51,DL 301,Angeles, Delta Air Lines Los 
2024-05-30,16:59,18:51,KL 5156,Angeles, KLM 
2024-05-30,16:59,18:51,LA 8971,Angeles, LATAM Airlines 
2024-05-30,16:59,18:51,WS 6522,Angeles, WestJet 
2024-05-30,17:00,06:25,AF 3555,London, Air France 
2024-05-30,17:00,06:25,DL 30,London, Delta Air Lines 
2024-05-30,17:00,06:25,KL 6043,London, KLM 
2024-05-30,17:00,06:25,VS 4044,London, Virgin Atlantic 
2024-05-30,17:00,18:45,AF 5800,Cleveland, Air France 
2024-05-30,17:00,18:45,AM 3014,Cleveland, Aeromexico 
2024-05-30,17:00,18:45,AM 3072,Baltimore, Aeromexico 
2024-05-30,17:00,18:45,DL 2577,Cleveland, Delta Air Lines 
2024-05-30,17:00,18:45,DL 2670,Baltimore, Delta Air Lines 
2024-05-30,17:00,18:45,KL 6791,Cleveland, KLM 
2024-05-30,17:00,18:45,KL 7164,Baltimore, KLM 
2024-05-30,17:00,18:45,LA 6282,Baltimore, LATAM Airlines 
2024-05-30,17:00,18:45,LA 8984,Cleveland, LATAM Airlines 
2024-05-30,17:00,18:45,WS 6838,Baltimore, WestJet 
2024-05-30,17:00,18:45,WS 8212,Cleveland, WestJet 
2024-05-30,17:02,18:54,AA 4778,Washington, American Airlines 
2024-05-30,17:05,17:58,AF 8858,Chicago, Air France 
2024-05-30,17:05,17:58,AM 4548,Chicago, Aeromexico 
2024-05-30,17:05,17:58,DL 1578,Chicago, Delta Air Lines 
2024-05-30,17:05,17:58,KL 7545,Chicago, KLM 
2024-05-30,17:05,17:58,LA 6311,Chicago, LATAM Airlines 
2024-05-30,17:05,17:58,WS 6300,Chicago, WestJet 
2024-05-30,17:08,18:12,AF 2774,Tallahassee, Air France 
2024-05-30,17:08,18:12,AM 3222,Tallahassee, Aeromexico 
2024-05-30,17:08,18:12,DL 2832,Tallahassee, Delta Air Lines 
2024-05-30,17:08,18:12,KL 5418,Tallahassee, KLM 
2024-05-30,17:08,18:12,WS 7975,Tallahassee, WestJet 
2024-05-30,17:09,18:05,AF 2691,Knoxville, Air France 
2024-05-30,17:09,18:05,AM 3267,Knoxville, Aeromexico 
2024-05-30,17:09,18:05,DL 1418,Knoxville, Delta Air Lines 
2024-05-30,17:09,18:05,KL 5278,Knoxville, KLM 
2024-05-30,17:09,18:05,WS 6627,Knoxville, WestJet 
2024-05-30,17:09,18:15,AM 3666,City/Kingsport, Aeromexico 
2024-05-30,17:09,18:15,DL 5325,City/Kingsport, Delta Air Lines 
2024-05-30,17:09,18:15,KE 7043,City/Kingsport, Korean Air 
2024-05-30,17:09,18:15,KL 5916,City/Kingsport, KLM 
2024-05-30,17:09,18:15,WS 6932,City/Kingsport, WestJet 
2024-05-30,17:10,19:10,WN 5776,Philadelphia, Southwest Airlines 
2024-05-30,17:10,21:15,DL 633,Quito, Delta Air Lines 
2024-05-30,17:10,21:15,KE 7297,Quito, Korean Air 
2024-05-30,17:10,21:15,LA 6359,Quito, LATAM Airlines 
2024-05-30,17:14,18:54,AF 2966,Myers, Air France 
2024-05-30,17:14,18:54,AM 3873,Myers, Aeromexico 
2024-05-30,17:14,18:54,DL 1124,Myers, Delta Air Lines Fort 
2024-05-30,17:14,18:54,KL 5268,Myers, KLM 
2024-05-30,17:14,18:54,WS 7267,Myers, WestJet 
2024-05-30,17:15,18:24,AF 2434,Houston, Air France 
2024-05-30,17:15,18:24,AM 3236,Houston, Aeromexico 
2024-05-30,17:15,18:24,DL 907,Houston, Delta Air Lines 
2024-05-30,17:15,18:24,KL 7174,Houston, KLM 
2024-05-30,17:15,18:24,LA 6188,Houston, LATAM Airlines 
2024-05-30,17:15,18:24,WS 6787,Houston, WestJet 
2024-05-30,17:15,18:39,AF 6858,Vegas, Air France 
2024-05-30,17:15,18:39,AM 3279,Vegas, Aeromexico 
2024-05-30,17:15,18:39,DL 711,Vegas, Delta Air Lines Las 
2024-05-30,17:15,18:39,KL 5250,Vegas, KLM 
2024-05-30,17:15,18:39,LA 6562,Vegas, LATAM Airlines 
2024-05-30,17:15,19:58,DL 7203,Calgary, Delta Air Lines 
2024-05-30,17:15,19:58,WS 1591,Calgary, WestJet 
2024-05-30,17:16,18:53,AF 2881,Pittsburgh, Air France 
2024-05-30,17:16,18:53,AM 3104,Pittsburgh, Aeromexico 
2024-05-30,17:16,18:53,DL 2022,Pittsburgh, Delta Air Lines 
2024-05-30,17:16,18:53,KL 5408,Pittsburgh, KLM 
2024-05-30,17:16,18:53,LA 6300,Pittsburgh, LATAM Airlines 
2024-05-30,17:16,18:53,WS 7303,Pittsburgh, WestJet 
2024-05-30,17:17,17:14,AM 3311,Montgomery, Aeromexico 
2024-05-30,17:17,17:14,DL 4179,Montgomery, Delta Air Lines 
2024-05-30,17:17,17:14,KE 6955,Montgomery, Korean Air 
2024-05-30,17:17,17:14,KL 7811,Montgomery, KLM 
2024-05-30,17:17,17:14,WS 6816,Montgomery, WestJet 
2024-05-30,17:17,18:50,F9 1670,Raleigh/Durham, Frontier Airlines 
2024-05-30,17:18,18:06,AF 2098,Shreveport, Air France 
2024-05-30,17:18,18:06,AM 3418,Shreveport, Aeromexico 
2024-05-30,17:18,18:06,DL 5240,Shreveport, Delta Air Lines 
2024-05-30,17:18,18:06,KE 7147,Shreveport, Korean Air 
2024-05-30,17:18,18:06,KL 6649,Shreveport, KLM 
2024-05-30,17:18,18:06,WS 6548,Shreveport, WestJet 
2024-05-30,17:20,08:05,AF 3641,Amsterdam, Air France 
2024-05-30,17:20,08:05,DL 72,Amsterdam, Delta Air Lines 
2024-05-30,17:20,08:05,KL 6072,Amsterdam, KLM 
2024-05-30,17:20,08:05,VS 3932,Amsterdam, Virgin Atlantic 
2024-05-30,17:20,19:04,AF 2117,Dulles, Air France 
2024-05-30,17:20,19:04,AM 3125,Dulles, Aeromexico 
2024-05-30,17:20,19:04,DL 2902,Dulles, Delta Air Lines 
2024-05-30,17:20,19:04,KL 5654,Dulles, KLM 
2024-05-30,17:20,19:04,LA 6252,Dulles, LATAM Airlines 
2024-05-30,17:20,19:04,VS 4460,Dulles, Virgin Atlantic 
2024-05-30,17:20,19:04,WS 7104,Dulles, WestJet 
2024-05-30,17:22,18:15,AF 2765,Bentonville, Air France 
2024-05-30,17:22,18:15,AM 3820,Bentonville, Aeromexico 
2024-05-30,17:22,18:15,DL 4918,Bentonville, Delta Air Lines 
2024-05-30,17:22,18:15,KL 7414,Bentonville, KLM 
2024-05-30,17:22,18:15,WS 6961,Bentonville, WestJet 
2024-05-30,17:23,20:00,B6 1896,Boston, JetBlue 
2024-05-30,17:23,20:00,B6 1896,Boston, JetBlue 
2024-05-30,17:23,20:00,FI 7900,Boston, Icelandair 
2024-05-30,17:23,20:00,FI 7900,Boston, Icelandair 
2024-05-30,17:23,20:00,HA 2370,Boston, Hawaiian Airlines 
2024-05-30,17:23,20:00,HA 2370,Boston, Hawaiian Airlines 
2024-05-30,17:23,20:00,QR 3824,Boston, Qatar Airways 
2024-05-30,17:23,20:00,QR 3824,Boston, Qatar Airways 
2024-05-30,17:23,20:00,TK 8571,Boston, Turkish Airlines 
2024-05-30,17:23,20:00,TK 8571,Boston, Turkish Airlines 
2024-05-30,17:23,20:00,TP 4296,Boston, TAP Air Portugal 
2024-05-30,17:23,20:00,TP 4296,Boston, TAP Air Portugal 
2024-05-30,17:25,18:05,AM 3391,Louis, Aeromexico 
2024-05-30,17:25,18:05,DL 1705,Louis, Delta Air Lines Saint 
2024-05-30,17:25,18:05,KL 5489,Louis, KLM 
2024-05-30,17:25,18:05,LA 6455,Louis, LATAM Airlines 
2024-05-30,17:25,18:05,VS 1968,Louis, Virgin Atlantic 
2024-05-30,17:25,18:05,WS 7322,Louis, WestJet 
2024-05-30,17:25,18:47,AA 9415,Diego, American Airlines 
2024-05-30,17:25,18:47,AS 401,Diego, Alaska Airlines San 
2024-05-30,17:25,18:47,QR 4893,Diego, Qatar Airways 
2024-05-30,17:27,18:54,AM 3017,Austin, Aeromexico 
2024-05-30,17:27,18:54,DL 894,Austin, Delta Air Lines 
2024-05-30,17:27,18:54,KL 7154,Austin, KLM 
2024-05-30,17:27,18:54,LA 8477,Austin, LATAM Airlines 
2024-05-30,17:27,18:54,VS 3131,Austin, Virgin Atlantic 
2024-05-30,17:27,18:54,WS 6388,Austin, WestJet 
2024-05-30,17:28,18:20,AM 3200,Chattanooga, Aeromexico 
2024-05-30,17:28,18:20,DL 5364,Chattanooga, Delta Air Lines 
2024-05-30,17:28,18:20,KL 5222,Chattanooga, KLM 
2024-05-30,17:28,18:20,VS 2541,Chattanooga, Virgin Atlantic 
2024-05-30,17:28,18:20,WS 6637,Chattanooga, WestJet 
2024-05-30,17:29,18:54,AF 3525,Tampa, Air France 
2024-05-30,17:29,18:54,AM 4524,Tampa, Aeromexico 
2024-05-30,17:29,18:54,DL 1594,Tampa, Delta Air Lines 
2024-05-30,17:29,18:54,KL 5106,Tampa, KLM 
2024-05-30,17:29,18:54,LA 8963,Tampa, LATAM Airlines 
2024-05-30,17:29,18:54,VS 5281,Tampa, Virgin Atlantic 
2024-05-30,17:29,18:54,WS 6534,Tampa, WestJet 
2024-05-30,17:30,18:51,AM 3143,Beach, Aeromexico 
2024-05-30,17:30,18:51,DL 2281,Beach, Delta Air Lines Daytona 
2024-05-30,17:30,18:51,KL 5514,Beach, KLM 
2024-05-30,17:30,18:51,VS 2559,Beach, Virgin Atlantic 
2024-05-30,17:30,18:51,WS 7121,Beach, WestJet 
2024-05-30,17:30,19:15,WN 1597,Baltimore, Southwest Airlines 
2024-05-30,17:33,19:04,AF 2665,Columbus, Air France 
2024-05-30,17:33,19:04,AM 3013,Columbus, Aeromexico 
2024-05-30,17:33,19:04,DL 2890,Columbus, Delta Air Lines 
2024-05-30,17:33,19:04,KL 5386,Columbus, KLM 
2024-05-30,17:33,19:04,LA 6601,Columbus, LATAM Airlines 
2024-05-30,17:33,19:04,VS 5393,Columbus, Virgin Atlantic 
2024-05-30,17:33,19:04,WS 6444,Columbus, WestJet 
2024-05-30,17:34,18:13,F9 2051,Orleans, Frontier Airlines New 
2024-05-30,17:35,08:40,AF 3617,Frankfurt, Air France 
2024-05-30,17:35,08:40,DL 14,Frankfurt, Delta Air Lines 
2024-05-30,17:35,08:40,KL 6114,Frankfurt, KLM 
2024-05-30,17:35,08:40,VN 3068,Frankfurt, Vietnam Airlines 
2024-05-30,17:35,08:40,VS 3849,Frankfurt, Virgin Atlantic 
2024-05-30,17:35,19:22,AF 3482,Washington, Air France 
2024-05-30,17:35,19:22,AM 4497,Washington, Aeromexico 
2024-05-30,17:35,19:22,DL 832,Washington, Delta Air Lines 
2024-05-30,17:35,19:22,KL 7765,Washington, KLM 
2024-05-30,17:35,19:22,LA 6243,Washington, LATAM Airlines 
2024-05-30,17:35,19:22,VS 2576,Washington, Virgin Atlantic 
2024-05-30,17:35,19:22,WS 6721,Washington, WestJet 
2024-05-30,17:40,08:25,AF 3604,Paris, Air France 
2024-05-30,17:40,08:25,AM 3389,Paris, Aeromexico 
2024-05-30,17:40,08:25,DL 88,Paris, Delta Air Lines 
2024-05-30,17:40,08:25,KL 6145,Paris, KLM 
2024-05-30,17:40,08:25,VS 3882,Paris, Virgin Atlantic 
2024-05-30,17:40,18:10,AF 8595,Orleans, Air France 
2024-05-30,17:40,18:10,AM 3205,Orleans, Aeromexico 
2024-05-30,17:40,18:10,DL 2367,Orleans, Delta Air Lines New 
2024-05-30,17:40,18:10,KL 7086,Orleans, KLM 
2024-05-30,17:40,18:10,LA 8972,Orleans, LATAM Airlines 
2024-05-30,17:40,18:10,VS 5207,Orleans, Virgin Atlantic 
2024-05-30,17:40,18:10,WS 7726,Orleans, WestJet 
2024-05-30,17:40,18:12,AF 5814,Rouge, Air France 
2024-05-30,17:40,18:12,AM 3075,Rouge, Aeromexico 
2024-05-30,17:40,18:12,DL 1439,Rouge, Delta Air Lines Baton 
2024-05-30,17:40,18:12,KE 3674,Rouge, Korean Air 
2024-05-30,17:40,18:12,KL 5502,Rouge, KLM 
2024-05-30,17:40,18:12,VS 2783,Rouge, Virgin Atlantic 
2024-05-30,17:40,18:12,WS 6591,Rouge, WestJet 
2024-05-30,17:40,18:51,NZ 6332,Houston, Air New Zealand 
2024-05-30,17:40,18:51,NZ 6332,Houston, Air New Zealand 
2024-05-30,17:40,18:51,UA 287,Houston, United Airlines 
2024-05-30,17:40,18:51,UA 287,Houston, United Airlines 
2024-05-30,17:40,19:04,AF 2505,Cincinnati, Air France 
2024-05-30,17:40,19:04,AM 3331,Cincinnati, Aeromexico 
2024-05-30,17:40,19:04,DL 2151,Cincinnati, Delta Air Lines 
2024-05-30,17:40,19:04,KL 5178,Cincinnati, KLM 
2024-05-30,17:40,19:04,LA 6234,Cincinnati, LATAM Airlines 
2024-05-30,17:40,19:04,VS 4660,Cincinnati, Virgin Atlantic 
2024-05-30,17:40,19:04,WS 6473,Cincinnati, WestJet 
2024-05-30,17:40,19:09,AM 3047,Melbourne, Aeromexico 
2024-05-30,17:40,19:09,DL 2762,Melbourne, Delta Air Lines 
2024-05-30,17:40,19:09,KL 5658,Melbourne, KLM 
2024-05-30,17:40,19:09,VS 2625,Melbourne, Virgin Atlantic 
2024-05-30,17:40,19:09,WS 6479,Melbourne, WestJet 
2024-05-30,17:40,19:15,AM 3174,Minneapolis, Aeromexico 
2024-05-30,17:40,19:15,DL 2654,Minneapolis, Delta Air Lines 
2024-05-30,17:40,19:15,KL 5037,Minneapolis, KLM 
2024-05-30,17:40,19:15,LA 8978,Minneapolis, LATAM Airlines 
2024-05-30,17:40,19:15,VS 3640,Minneapolis, Virgin Atlantic 
2024-05-30,17:40,19:15,WS 8284,Minneapolis, WestJet 
2024-05-30,17:41,18:16,AF 2706,Rock, Air France 
2024-05-30,17:41,18:16,AM 3287,Rock, Aeromexico 
2024-05-30,17:41,18:16,DL 353,Rock, Delta Air Lines Little 
2024-05-30,17:41,18:16,KL 5550,Rock, KLM 
2024-05-30,17:41,18:16,VS 2134,Rock, Virgin Atlantic 
2024-05-30,17:42,18:40,AM 3036,Augusta, Aeromexico 
2024-05-30,17:42,18:40,DL 5359,Augusta, Delta Air Lines 
2024-05-30,17:42,18:40,KL 5490,Augusta, KLM 
2024-05-30,17:42,18:40,VS 2507,Augusta, Virgin Atlantic 
2024-05-30,17:42,18:40,WS 6609,Augusta, WestJet 
2024-05-30,17:44,19:01,AA 3396,Chicago, American Airlines 
2024-05-30,17:44,19:01,AA 3396,Chicago, American Airlines 
2024-05-30,17:44,19:01,AS 4420,Chicago, Alaska Airlines 
2024-05-30,17:44,19:01,AS 4420,Chicago, Alaska Airlines 
2024-05-30,17:44,19:01,BA 1675,Chicago, British Airways 
2024-05-30,17:44,19:01,BA 1675,Chicago, British Airways 
2024-05-30,17:44,19:01,GF 6490,Chicago, Gulf Air 
2024-05-30,17:44,19:01,GF 6490,Chicago, Gulf Air 
2024-05-30,17:44,19:01,MH 9456,Chicago, Malaysia Airlines 
2024-05-30,17:44,19:01,MH 9456,Chicago, Malaysia Airlines 
2024-05-30,17:44,19:01,QF 4755,Chicago, Qantas 
2024-05-30,17:44,19:01,QF 4755,Chicago, Qantas 
2024-05-30,17:44,19:01,QR 7598,Chicago, Qatar Airways 
2024-05-30,17:44,19:01,QR 7598,Chicago, Qatar Airways 
2024-05-30,17:45,17:39,AM 3050,Birmingham, Aeromexico 
2024-05-30,17:45,17:39,AM 3050,Birmingham, Aeromexico 
2024-05-30,17:45,17:39,DL 2484,Birmingham, Delta Air Lines 
2024-05-30,17:45,17:39,DL 2484,Birmingham, Delta Air Lines 
2024-05-30,17:45,17:39,KL 5208,Birmingham, KLM 
2024-05-30,17:45,17:39,KL 5208,Birmingham, KLM 
2024-05-30,17:45,17:39,VS 5343,Birmingham, Virgin Atlantic 
2024-05-30,17:45,17:39,VS 5343,Birmingham, Virgin Atlantic 
2024-05-30,17:45,17:39,WS 6763,Birmingham, WestJet 
2024-05-30,17:45,17:39,WS 6763,Birmingham, WestJet 
2024-05-30,17:45,18:54,AF 3694,Charleston, Air France 
2024-05-30,17:45,18:54,AF 3694,Charleston, Air France 
2024-05-30,17:45,18:54,AM 3041,Charleston, Aeromexico 
2024-05-30,17:45,18:54,AM 3041,Charleston, Aeromexico 
2024-05-30,17:45,18:54,DL 2106,Charleston, Delta Air Lines 
2024-05-30,17:45,18:54,DL 2106,Charleston, Delta Air Lines 
2024-05-30,17:45,18:54,KL 5346,Charleston, KLM 
2024-05-30,17:45,18:54,KL 5346,Charleston, KLM 
2024-05-30,17:45,18:54,LA 8985,Charleston, LATAM Airlines 
2024-05-30,17:45,18:54,LA 8985,Charleston, LATAM Airlines 
2024-05-30,17:45,18:54,VS 3058,Charleston, Virgin Atlantic 
2024-05-30,17:45,18:54,VS 3058,Charleston, Virgin Atlantic 
2024-05-30,17:45,18:54,WS 6364,Charleston, WestJet 
2024-05-30,17:45,18:54,WS 6364,Charleston, WestJet 
2024-05-30,17:45,19:00,WN 2077,Houston, Southwest Airlines 
2024-05-30,17:45,19:10,WN 2403,Tampa, Southwest Airlines 
2024-05-30,17:45,19:30,AF 6811,Ana, Air France 
2024-05-30,17:45,19:30,AF 6811,Ana, Air France 
2024-05-30,17:45,19:30,AM 3413,Ana, Aeromexico 
